Zip Code,Median income (dollars)
ZCTA5 19947,55459
ZCTA5 19950,64674
ZCTA5 19951,84799
ZCTA5 19952,60521
ZCTA5 19953,60505
ZCTA5 19954,52045
ZCTA5 19955,58438
ZCTA5 19956,49939
ZCTA5 19958,74544
ZCTA5 19960,57684
ZCTA5 19962,82148
ZCTA5 19963,56026
ZCTA5 19966,61604
ZCTA5 19967,86071
ZCTA5 19968,72193
ZCTA5 19970,69502
ZCTA5 19971,75846
ZCTA5 19973,55792
ZCTA5 19975,67257
ZCTA5 19977,66515
ZCTA5 19979,82958
ZCTA5 20001,123474
ZCTA5 20002,94939
ZCTA5 20003,132681
ZCTA5 20004,143798
ZCTA5 20005,95653
ZCTA5 20006,32286
ZCTA5 20007,135400
ZCTA5 20008,114521
ZCTA5 20009,118626
ZCTA5 20010,101434
ZCTA5 20011,78082
ZCTA5 20012,104425
ZCTA5 20015,176298
ZCTA5 20016,158566
ZCTA5 20017,89568
ZCTA5 20018,70113
ZCTA5 20019,39874
ZCTA5 20020,40645
ZCTA5 20024,86790
ZCTA5 20032,43779
ZCTA5 20036,101154
ZCTA5 20037,97901
ZCTA5 20105,166968
ZCTA5 20106,95134
ZCTA5 20109,78484
ZCTA5 20110,87205
ZCTA5 20111,93777
ZCTA5 20112,155000
ZCTA5 20115,111705
ZCTA5 20117,106250
ZCTA5 20119,122656
ZCTA5 20120,131298
ZCTA5 20121,107933
ZCTA5 20124,187609
ZCTA5 20129,"250,000+"
ZCTA5 20130,68750
ZCTA5 20132,144406
ZCTA5 20135,83448
ZCTA5 20136,146432
ZCTA5 20137,123378
ZCTA5 20139,86740
ZCTA5 20141,158125
ZCTA5 20143,156435
ZCTA5 20144,114094
ZCTA5 20147,136913
ZCTA5 20148,183134
ZCTA5 20151,127476
ZCTA5 20152,172350
ZCTA5 20155,127422
ZCTA5 20158,176130
ZCTA5 20164,107551
ZCTA5 20165,151750
ZCTA5 20166,112889
ZCTA5 20169,156511
ZCTA5 20170,130336
ZCTA5 20171,149393
ZCTA5 20175,136325
ZCTA5 20176,136218
ZCTA5 20180,138015
ZCTA5 20181,132224
ZCTA5 20186,85461
ZCTA5 20187,140179
ZCTA5 20190,110448
ZCTA5 20191,122089
ZCTA5 20194,138083
ZCTA5 20197,170313
ZCTA5 20198,87593
ZCTA5 20601,104624
ZCTA5 20602,88794
ZCTA5 20603,122816
ZCTA5 20606,122344
ZCTA5 20607,140810
ZCTA5 20608,69250
ZCTA5 20609,70972
ZCTA5 20611,97500
ZCTA5 20613,132835
ZCTA5 20615,128036
ZCTA5 20616,96625
ZCTA5 20617,140208
ZCTA5 20618,54931
ZCTA5 20619,102125
ZCTA5 20621,47978
ZCTA5 20622,99306
ZCTA5 20623,139306
ZCTA5 20624,100852
ZCTA5 20626,96071
ZCTA5 20628,137426
ZCTA5 20629,50598
ZCTA5 20630,128950
ZCTA5 20632,109063
ZCTA5 20634,110377
ZCTA5 20636,123262
ZCTA5 20637,120060
ZCTA5 20639,127600
ZCTA5 20640,72500
ZCTA5 20645,95000
ZCTA5 20646,114309
ZCTA5 20650,111554
ZCTA5 20653,75829
ZCTA5 20657,100227
ZCTA5 20658,72422
ZCTA5 20659,100000
ZCTA5 20662,55917
ZCTA5 20664,85750
ZCTA5 20667,63125
ZCTA5 20670,56813
ZCTA5 20675,98318
ZCTA5 20676,114433
ZCTA5 20677,141705
ZCTA5 20678,92479
ZCTA5 20680,92708
ZCTA5 20684,119821
ZCTA5 20685,118258
ZCTA5 20688,110088
ZCTA5 20689,149500
ZCTA5 20690,139750
ZCTA5 20692,156780
ZCTA5 20693,160395
ZCTA5 20695,110859
ZCTA5 20701,70686
ZCTA5 20705,92257
ZCTA5 20706,83947
ZCTA5 20707,85935
ZCTA5 20708,71804
ZCTA5 20710,50985
ZCTA5 20711,92614
ZCTA5 20712,57494
ZCTA5 20714,82885
ZCTA5 20715,122455
ZCTA5 20716,103327
ZCTA5 20720,142530
ZCTA5 20721,138464
ZCTA5 20722,78478
ZCTA5 20723,121500
ZCTA5 20724,98811
ZCTA5 20732,112771
ZCTA5 20733,99663
ZCTA5 20735,112285
ZCTA5 20736,133750
ZCTA5 20737,78060
ZCTA5 20740,73315
ZCTA5 20743,65606
ZCTA5 20744,111558
ZCTA5 20745,68369
ZCTA5 20746,69124
ZCTA5 20747,65203
ZCTA5 20748,72268
ZCTA5 20751,91288
ZCTA5 20754,133468
ZCTA5 20755,80438
ZCTA5 20758,99853
ZCTA5 20759,174777
ZCTA5 20762,76359
ZCTA5 20763,85139
ZCTA5 20764,98990
ZCTA5 20769,143875
ZCTA5 20770,70822
ZCTA5 20772,116439
ZCTA5 20774,113183
ZCTA5 20776,96534
ZCTA5 20777,198111
ZCTA5 20778,149250
ZCTA5 20779,107689
ZCTA5 20781,86653
ZCTA5 20782,68827
ZCTA5 20783,66905
ZCTA5 20784,71428
ZCTA5 20785,74510
ZCTA5 20794,95595
ZCTA5 20812,141250
ZCTA5 20814,137962
ZCTA5 20815,163016
ZCTA5 20816,202309
ZCTA5 20817,206592
ZCTA5 20818,181471
ZCTA5 20832,139007
ZCTA5 20833,178017
ZCTA5 20837,151667
ZCTA5 20838,135714
ZCTA5 20839,188833
ZCTA5 20841,171598
ZCTA5 20842,128542
ZCTA5 20850,114691
ZCTA5 20851,92561
ZCTA5 20852,105645
ZCTA5 20853,120821
ZCTA5 20854,210639
ZCTA5 20855,137028
ZCTA5 20860,106772
ZCTA5 20861,158497
ZCTA5 20862,155694
ZCTA5 20866,114195
ZCTA5 20871,136414
ZCTA5 20872,121896
ZCTA5 20874,98007
ZCTA5 20876,106061
ZCTA5 20877,75531
ZCTA5 20878,127957
ZCTA5 20879,89163
ZCTA5 20880,130536
ZCTA5 20882,140428
ZCTA5 20886,85578
ZCTA5 20895,149934
ZCTA5 20896,203750
ZCTA5 20899,37279
ZCTA5 20901,112689
ZCTA5 20902,94211
ZCTA5 20903,67883
ZCTA5 20904,85000
ZCTA5 20905,130811
ZCTA5 20906,78611
ZCTA5 20910,97944
ZCTA5 20912,68662
ZCTA5 21001,74237
ZCTA5 21005,120583
ZCTA5 21009,99920
ZCTA5 21010,80640
ZCTA5 21012,119792
ZCTA5 21013,147368
ZCTA5 21014,95283
ZCTA5 21015,118483
ZCTA5 21017,78354
ZCTA5 21028,108958
ZCTA5 21029,208906
ZCTA5 21030,80453
ZCTA5 21032,133750
ZCTA5 21034,81579
ZCTA5 21035,151479
ZCTA5 21036,175750
ZCTA5 21037,111142
ZCTA5 21040,68705
ZCTA5 21042,158858
ZCTA5 21043,126892
ZCTA5 21044,112206
ZCTA5 21045,106209
ZCTA5 21046,109159
ZCTA5 21047,125618
ZCTA5 21048,116713
ZCTA5 21050,109547
ZCTA5 21051,124375
ZCTA5 21052,80833
ZCTA5 21053,102955
ZCTA5 21054,134038
ZCTA5 21056,"250,000+"
ZCTA5 21057,120234
ZCTA5 21060,80574
ZCTA5 21061,71524
ZCTA5 21071,103750
ZCTA5 21074,85266
ZCTA5 21075,111195
ZCTA5 21076,115769
ZCTA5 21077,160551
ZCTA5 21078,87560
ZCTA5 21082,122442
ZCTA5 21084,97964
ZCTA5 21085,90765
ZCTA5 21087,102400
ZCTA5 21090,94487
ZCTA5 21093,105868
ZCTA5 21102,97399
ZCTA5 21104,171012
ZCTA5 21108,130505
ZCTA5 21111,134063
ZCTA5 21113,99278
ZCTA5 21114,120635
ZCTA5 21117,91520
ZCTA5 21120,128571
ZCTA5 21122,104967
ZCTA5 21128,105995
ZCTA5 21130,84079
ZCTA5 21131,148010
ZCTA5 21132,127865
ZCTA5 21133,74904
ZCTA5 21136,87407
ZCTA5 21140,124671
ZCTA5 21144,112323
ZCTA5 21146,152394
ZCTA5 21152,95581
ZCTA5 21153,44500
ZCTA5 21154,102793
ZCTA5 21155,120625
ZCTA5 21156,138083
ZCTA5 21157,90119
ZCTA5 21158,91655
ZCTA5 21160,89931
ZCTA5 21161,100694
ZCTA5 21162,115804
ZCTA5 21163,119307
ZCTA5 21201,45797
ZCTA5 21202,51672
ZCTA5 21204,85189
ZCTA5 21205,33645
ZCTA5 21206,55304
ZCTA5 21207,57563
ZCTA5 21208,83190
ZCTA5 21209,83610
ZCTA5 21210,102885
ZCTA5 21211,71572
ZCTA5 21212,81978
ZCTA5 21213,44429
ZCTA5 21214,72185
ZCTA5 21215,39393
ZCTA5 21216,42067
ZCTA5 21217,31570
ZCTA5 21218,51276
ZCTA5 21219,93864
ZCTA5 21220,72414
ZCTA5 21221,60227
ZCTA5 21222,54456
ZCTA5 21223,29590
ZCTA5 21224,79975
ZCTA5 21225,39831
ZCTA5 21226,88050
ZCTA5 21227,67250
ZCTA5 21228,91178
ZCTA5 21229,46937
ZCTA5 21230,85310
ZCTA5 21231,73538
ZCTA5 21234,70870
ZCTA5 21236,82162
ZCTA5 21237,78283
ZCTA5 21239,56546
ZCTA5 21244,68596
ZCTA5 21286,88750
ZCTA5 21401,112011
ZCTA5 21402,83403
ZCTA5 21403,93305
ZCTA5 21405,132344
ZCTA5 21409,124870
ZCTA5 21502,51793
ZCTA5 21520,62102
ZCTA5 21521,42353
ZCTA5 21522,64286
ZCTA5 21523,38774
ZCTA5 21524,46875
ZCTA5 21529,46111
ZCTA5 21530,55369
ZCTA5 21531,38217
ZCTA5 21532,48546
ZCTA5 21536,55122
ZCTA5 21538,92608
ZCTA5 21539,45833
ZCTA5 21540,39028
ZCTA5 21541,48509
ZCTA5 21542,49250
ZCTA5 21543,31225
ZCTA5 21545,46850
ZCTA5 21550,55478
ZCTA5 21555,56667
ZCTA5 21557,43278
ZCTA5 21561,52596
ZCTA5 21562,46328
ZCTA5 21601,68781
ZCTA5 21607,81500
ZCTA5 21610,58958
ZCTA5 21612,95453
ZCTA5 21613,45087
ZCTA5 21617,106025
ZCTA5 21619,85208
ZCTA5 21620,62210
ZCTA5 21622,44327
ZCTA5 21623,72043
ZCTA5 21624,85938
ZCTA5 21625,90257
ZCTA5 21626,44792
ZCTA5 21628,65833
ZCTA5 21629,65625
ZCTA5 21631,59558
ZCTA5 21632,48289
ZCTA5 21634,44500
ZCTA5 21635,101429
ZCTA5 21636,56250
ZCTA5 21638,110170
ZCTA5 21639,52273
ZCTA5 21640,69118
ZCTA5 21643,62101
ZCTA5 21645,71731
ZCTA5 21647,94167
ZCTA5 21648,101094
ZCTA5 21649,63750
ZCTA5 21650,80972
ZCTA5 21651,62311
ZCTA5 21652,105417
ZCTA5 21653,115769
ZCTA5 21654,79375
ZCTA5 21655,66146
ZCTA5 21657,110208
ZCTA5 21658,112870
ZCTA5 21659,83625
ZCTA5 21660,62883
ZCTA5 21661,54583
ZCTA5 21662,135208
ZCTA5 21663,73990
ZCTA5 21664,46583
ZCTA5 21665,128125
ZCTA5 21666,104692
ZCTA5 21668,61693
ZCTA5 21671,53708
ZCTA5 21672,61042
ZCTA5 21673,71723
ZCTA5 21675,38750
ZCTA5 21677,57083
ZCTA5 21678,52629
ZCTA5 21701,86759
ZCTA5 21702,86940
ZCTA5 21703,91851
ZCTA5 21704,148914
ZCTA5 21710,129250
ZCTA5 21711,81667
ZCTA5 21713,92159
ZCTA5 21716,77317
ZCTA5 21718,71071
ZCTA5 21719,66786
ZCTA5 21722,73185
ZCTA5 21723,233580
ZCTA5 21727,77813
ZCTA5 21733,86333
ZCTA5 21734,36548
ZCTA5 21737,"250,000+"
ZCTA5 21738,199009
ZCTA5 21740,49244
ZCTA5 21742,70113
ZCTA5 21750,46536
ZCTA5 21754,144688
ZCTA5 21755,112000
ZCTA5 21756,70474
ZCTA5 21757,83750
ZCTA5 21758,100921
ZCTA5 21766,51214
ZCTA5 21767,70400
ZCTA5 21769,124439
ZCTA5 21770,146520
ZCTA5 21771,131204
ZCTA5 21773,120348
ZCTA5 21774,141875
ZCTA5 21776,92429
ZCTA5 21777,112155
ZCTA5 21778,54531
ZCTA5 21779,79784
ZCTA5 21780,57396
ZCTA5 21782,77800
ZCTA5 21783,84104
ZCTA5 21784,120344
ZCTA5 21787,72240
ZCTA5 21788,84224
ZCTA5 21791,89335
ZCTA5 21793,97593
ZCTA5 21794,189531
ZCTA5 21795,72121
ZCTA5 21797,138077
ZCTA5 21798,83500
ZCTA5 21801,56714
ZCTA5 21804,58336
ZCTA5 21810,150490
ZCTA5 21811,72150
ZCTA5 21813,77017
ZCTA5 21814,90125
ZCTA5 21817,45625
ZCTA5 21821,36707
ZCTA5 21822,36346
ZCTA5 21824,73047
ZCTA5 21826,51898
ZCTA5 21829,104886
ZCTA5 21830,84297
ZCTA5 21835,46346
ZCTA5 21837,69375
ZCTA5 21838,75306
ZCTA5 21840,69625
ZCTA5 21841,83692
ZCTA5 21842,61440
ZCTA5 21849,52314
ZCTA5 21850,63611
ZCTA5 21851,38958
ZCTA5 21853,37813
ZCTA5 21856,45147
ZCTA5 21861,70625
ZCTA5 21863,61857
ZCTA5 21865,126597
ZCTA5 21869,53125
ZCTA5 21871,60784
ZCTA5 21872,95125
ZCTA5 21874,45898
ZCTA5 21875,62543
ZCTA5 21901,84750
ZCTA5 21903,77772
ZCTA5 21904,92765
ZCTA5 21911,80863
ZCTA5 21913,66667
ZCTA5 21914,88854
ZCTA5 21915,85693
ZCTA5 21917,87548
ZCTA5 21918,83689
ZCTA5 21919,88039
ZCTA5 21920,74318
ZCTA5 21921,74416
ZCTA5 22003,112823
ZCTA5 22015,140108
ZCTA5 22025,114098
ZCTA5 22026,91657
ZCTA5 22027,213919
ZCTA5 22030,121403
ZCTA5 22031,120098
ZCTA5 22032,154779
ZCTA5 22033,118173
ZCTA5 22035,46231
ZCTA5 22039,214663
ZCTA5 22041,75109
ZCTA5 22042,116707
ZCTA5 22043,110986
ZCTA5 22044,81475
ZCTA5 22046,158026
ZCTA5 22060,86385
ZCTA5 22066,224398
ZCTA5 22079,112724
ZCTA5 22101,209659
ZCTA5 22102,126667
ZCTA5 22124,178500
ZCTA5 22125,138000
ZCTA5 22134,57292
ZCTA5 22150,100357
ZCTA5 22151,129014
ZCTA5 22152,131411
ZCTA5 22153,145044
ZCTA5 22172,84978
ZCTA5 22180,161799
ZCTA5 22181,178434
ZCTA5 22182,186582
ZCTA5 22191,86747
ZCTA5 22192,104414
ZCTA5 22193,103942
ZCTA5 22201,130079
ZCTA5 22202,120305
ZCTA5 22203,112448
ZCTA5 22204,92198
ZCTA5 22205,184375
ZCTA5 22206,109741
ZCTA5 22207,193570
ZCTA5 22209,108141
ZCTA5 22211,131250
ZCTA5 22213,157870
ZCTA5 22301,167286
ZCTA5 22302,106609
ZCTA5 22303,93886
ZCTA5 22304,85719
ZCTA5 22305,98611
ZCTA5 22306,79632
ZCTA5 22307,113622
ZCTA5 22308,179271
ZCTA5 22309,84963
ZCTA5 22310,127470
ZCTA5 22311,77284
ZCTA5 22312,90665
ZCTA5 22314,135928
ZCTA5 22315,131330
ZCTA5 22401,69528
ZCTA5 22405,106319
ZCTA5 22406,98266
ZCTA5 22407,88622
ZCTA5 22408,95173
ZCTA5 22427,55847
ZCTA5 22433,66217
ZCTA5 22435,55585
ZCTA5 22436,53674
ZCTA5 22437,82422
ZCTA5 22438,58043
ZCTA5 22443,53727
ZCTA5 22448,66146
ZCTA5 22454,49267
ZCTA5 22460,66071
ZCTA5 22469,45156
ZCTA5 22473,50568
ZCTA5 22476,103032
ZCTA5 22480,69545
ZCTA5 22482,60081
ZCTA5 22485,97695
ZCTA5 22488,41792
ZCTA5 22503,70215
ZCTA5 22508,91971
ZCTA5 22511,58250
ZCTA5 22514,63281
ZCTA5 22520,59492
ZCTA5 22534,61544
ZCTA5 22535,61042
ZCTA5 22538,54722
ZCTA5 22539,81985
ZCTA5 22542,72566
ZCTA5 22546,72299
ZCTA5 22548,16469
ZCTA5 22551,87530
ZCTA5 22553,101931
ZCTA5 22554,124857
ZCTA5 22556,116782
ZCTA5 22560,50372
ZCTA5 22567,62158
ZCTA5 22572,51317
ZCTA5 22576,44111
ZCTA5 22578,79020
ZCTA5 22580,73769
ZCTA5 22601,61018
ZCTA5 22602,81442
ZCTA5 22603,72163
ZCTA5 22610,63750
ZCTA5 22611,85183
ZCTA5 22620,121563
ZCTA5 22623,111354
ZCTA5 22624,82813
ZCTA5 22625,85000
ZCTA5 22630,66931
ZCTA5 22637,71106
ZCTA5 22640,67560
ZCTA5 22641,61314
ZCTA5 22642,78148
ZCTA5 22644,60478
ZCTA5 22645,68500
ZCTA5 22650,56196
ZCTA5 22652,68125
ZCTA5 22654,82533
ZCTA5 22655,85322
ZCTA5 22656,100046
ZCTA5 22657,53317
ZCTA5 22660,55395
ZCTA5 22663,56711
ZCTA5 22664,63530
ZCTA5 22701,76707
ZCTA5 22709,74550
ZCTA5 22712,88649
ZCTA5 22713,70234
ZCTA5 22714,93750
ZCTA5 22715,81875
ZCTA5 22716,147368
ZCTA5 22718,72138
ZCTA5 22720,144306
ZCTA5 22722,40982
ZCTA5 22723,35994
ZCTA5 22724,114125
ZCTA5 22726,73906
ZCTA5 22727,64590
ZCTA5 22728,91752
ZCTA5 22729,76667
ZCTA5 22733,80183
ZCTA5 22734,78564
ZCTA5 22735,72266
ZCTA5 22736,55400
ZCTA5 22737,92969
ZCTA5 22738,71047
ZCTA5 22740,80336
ZCTA5 22741,40875
ZCTA5 22742,93523
ZCTA5 22747,74700
ZCTA5 22801,57443
ZCTA5 22802,51770
ZCTA5 22810,68611
ZCTA5 22811,65769
ZCTA5 22812,64617
ZCTA5 22815,62042
ZCTA5 22820,39464
ZCTA5 22821,64906
ZCTA5 22824,55781
ZCTA5 22827,53340
ZCTA5 22830,64728
ZCTA5 22831,64722
ZCTA5 22832,51442
ZCTA5 22834,73594
ZCTA5 22835,52320
ZCTA5 22840,77742
ZCTA5 22841,63065
ZCTA5 22842,51818
ZCTA5 22843,70854
ZCTA5 22844,44707
ZCTA5 22846,72203
ZCTA5 22847,56635
ZCTA5 22849,54282
ZCTA5 22850,68750
ZCTA5 22851,46335
ZCTA5 22853,54333
ZCTA5 22901,74325
ZCTA5 22902,68834
ZCTA5 22903,60766
ZCTA5 22911,91777
ZCTA5 22920,88864
ZCTA5 22922,67672
ZCTA5 22923,89769
ZCTA5 22931,76042
ZCTA5 22932,93562
ZCTA5 22935,70486
ZCTA5 22936,115523
ZCTA5 22937,74071
ZCTA5 22938,62000
ZCTA5 22939,72500
ZCTA5 22940,79706
ZCTA5 22942,60923
ZCTA5 22943,98229
ZCTA5 22947,105449
ZCTA5 22948,42439
ZCTA5 22952,61800
ZCTA5 22958,79676
ZCTA5 22959,56719
ZCTA5 22960,58544
ZCTA5 22963,80508
ZCTA5 22964,67833
ZCTA5 22967,68373
ZCTA5 22968,69755
ZCTA5 22969,79205
ZCTA5 22971,81410
ZCTA5 22973,50606
ZCTA5 22974,89528
ZCTA5 22976,92361
ZCTA5 22980,50570
ZCTA5 23002,64123
ZCTA5 23004,45278
ZCTA5 23005,75593
ZCTA5 23009,76089
ZCTA5 23011,105469
ZCTA5 23015,101563
ZCTA5 23021,57583
ZCTA5 23022,37292
ZCTA5 23023,98810
ZCTA5 23024,78942
ZCTA5 23030,58828
ZCTA5 23035,74038
ZCTA5 23038,62500
ZCTA5 23039,105833
ZCTA5 23040,55795
ZCTA5 23043,58661
ZCTA5 23047,64057
ZCTA5 23050,66352
ZCTA5 23055,46980
ZCTA5 23056,76020
ZCTA5 23059,119670
ZCTA5 23060,89754
ZCTA5 23061,78577
ZCTA5 23062,48524
ZCTA5 23063,67372
ZCTA5 23065,79122
ZCTA5 23066,62750
ZCTA5 23069,73333
ZCTA5 23070,106071
ZCTA5 23071,60719
ZCTA5 23072,64906
ZCTA5 23075,45687
ZCTA5 23076,88958
ZCTA5 23079,54028
ZCTA5 23083,91118
ZCTA5 23084,80313
ZCTA5 23086,68845
ZCTA5 23089,80227
ZCTA5 23092,31005
ZCTA5 23093,57203
ZCTA5 23102,91111
ZCTA5 23103,128015
ZCTA5 23106,49583
ZCTA5 23109,67473
ZCTA5 23110,48500
ZCTA5 23111,80116
ZCTA5 23112,106692
ZCTA5 23113,123380
ZCTA5 23114,104643
ZCTA5 23116,117057
ZCTA5 23117,72954
ZCTA5 23120,123393
ZCTA5 23123,43672
ZCTA5 23124,113000
ZCTA5 23125,110926
ZCTA5 23126,70139
ZCTA5 23128,99643
ZCTA5 23129,90577
ZCTA5 23139,92252
ZCTA5 23140,87242
ZCTA5 23141,88906
ZCTA5 23146,120777
ZCTA5 23148,60208
ZCTA5 23149,72279
ZCTA5 23150,66386
ZCTA5 23153,111174
ZCTA5 23156,56923
ZCTA5 23168,78017
ZCTA5 23169,37632
ZCTA5 23175,55357
ZCTA5 23176,62925
ZCTA5 23177,70543
ZCTA5 23180,55850
ZCTA5 23181,83590
ZCTA5 23185,87930
ZCTA5 23188,88938
ZCTA5 23192,92273
ZCTA5 23219,50218
ZCTA5 23220,46873
ZCTA5 23221,83343
ZCTA5 23222,41746
ZCTA5 23223,45629
ZCTA5 23224,40840
ZCTA5 23225,54731
ZCTA5 23226,109680
ZCTA5 23227,55235
ZCTA5 23228,53726
ZCTA5 23229,83904
ZCTA5 23230,58480
ZCTA5 23231,61931
ZCTA5 23233,102500
ZCTA5 23234,52455
ZCTA5 23235,82642
ZCTA5 23236,84184
ZCTA5 23237,65188
ZCTA5 23238,81559
ZCTA5 23294,58420
ZCTA5 23301,43488
ZCTA5 23303,40083
ZCTA5 23306,69250
ZCTA5 23307,48650
ZCTA5 23308,52024
ZCTA5 23310,48863
ZCTA5 23314,87155
ZCTA5 23315,58682
ZCTA5 23316,41719
ZCTA5 23320,75816
ZCTA5 23321,82324
ZCTA5 23322,112332
ZCTA5 23323,85308
ZCTA5 23324,44883
ZCTA5 23325,68012
ZCTA5 23336,53580
ZCTA5 23337,27067
ZCTA5 23347,62750
ZCTA5 23350,52344
ZCTA5 23354,147639
ZCTA5 23356,59886
ZCTA5 23357,60769
ZCTA5 23358,59816
ZCTA5 23395,38013
ZCTA5 23398,55469
ZCTA5 23401,35382
ZCTA5 23405,73235
ZCTA5 23408,23776
ZCTA5 23410,42329
ZCTA5 23413,42396
ZCTA5 23415,28021
ZCTA5 23417,46009
ZCTA5 23418,63614
ZCTA5 23420,37917
ZCTA5 23421,41600
ZCTA5 23423,38698
ZCTA5 23427,29375
ZCTA5 23430,82894
ZCTA5 23432,115385
ZCTA5 23433,119896
ZCTA5 23434,66840
ZCTA5 23435,98870
ZCTA5 23436,123828
ZCTA5 23437,67766
ZCTA5 23438,71860
ZCTA5 23440,31607
ZCTA5 23451,80045
ZCTA5 23452,71224
ZCTA5 23453,69952
ZCTA5 23454,83650
ZCTA5 23455,73856
ZCTA5 23456,111087
ZCTA5 23457,87755
ZCTA5 23459,51000
ZCTA5 23462,64400
ZCTA5 23464,80013
ZCTA5 23480,41125
ZCTA5 23487,66832
ZCTA5 23488,46485
ZCTA5 23502,58952
ZCTA5 23503,56635
ZCTA5 23504,30546
ZCTA5 23505,49825
ZCTA5 23507,75799
ZCTA5 23508,63678
ZCTA5 23509,56900
ZCTA5 23510,61650
ZCTA5 23511,60682
ZCTA5 23513,52373
ZCTA5 23517,49175
ZCTA5 23518,60243
ZCTA5 23523,32268
ZCTA5 23601,55342
ZCTA5 23602,62488
ZCTA5 23603,59242
ZCTA5 23604,62708
ZCTA5 23605,40758
ZCTA5 23606,55621
ZCTA5 23607,33887
ZCTA5 23608,59980
ZCTA5 23651,97083
ZCTA5 23661,55775
ZCTA5 23662,100981
ZCTA5 23663,42574
ZCTA5 23664,72537
ZCTA5 23665,62319
ZCTA5 23666,58887
ZCTA5 23669,54411
ZCTA5 23690,97000
ZCTA5 23692,88434
ZCTA5 23693,103082
ZCTA5 23696,107688
ZCTA5 23701,54086
ZCTA5 23702,41744
ZCTA5 23703,70448
ZCTA5 23704,42226
ZCTA5 23707,48581
ZCTA5 23801,68942
ZCTA5 23803,47718
ZCTA5 23805,56025
ZCTA5 23821,53500
ZCTA5 23824,46502
ZCTA5 23827,50870
ZCTA5 23828,63056
ZCTA5 23829,89792
ZCTA5 23830,99844
ZCTA5 23831,79476
ZCTA5 23832,91024
ZCTA5 23833,61486
ZCTA5 23834,63356
ZCTA5 23836,86016
ZCTA5 23837,48456
ZCTA5 23838,111040
ZCTA5 23839,77614
ZCTA5 23840,73708
ZCTA5 23841,62979
ZCTA5 23842,84544
ZCTA5 23843,58257
ZCTA5 23844,36910
ZCTA5 23845,82883
ZCTA5 23846,56058
ZCTA5 23847,37367
ZCTA5 23850,46674
ZCTA5 23851,57774
ZCTA5 23856,50142
ZCTA5 23857,60893
ZCTA5 23860,46410
ZCTA5 23866,64023
ZCTA5 23867,45313
ZCTA5 23868,32000
ZCTA5 23872,68636
ZCTA5 23874,53040
ZCTA5 23875,66511
ZCTA5 23876,43854
ZCTA5 23878,77563
ZCTA5 23879,62583
ZCTA5 23881,47000
ZCTA5 23882,52174
ZCTA5 23883,67396
ZCTA5 23885,68214
ZCTA5 23888,53510
ZCTA5 23889,47772
ZCTA5 23890,59073
ZCTA5 23893,57303
ZCTA5 23894,96731
ZCTA5 23897,45375
ZCTA5 23898,68306
ZCTA5 23901,44069
ZCTA5 23915,39667
ZCTA5 23917,60774
ZCTA5 23919,58102
ZCTA5 23920,47524
ZCTA5 23921,55938
ZCTA5 23922,66228
ZCTA5 23923,40477
ZCTA5 23924,38544
ZCTA5 23927,57368
ZCTA5 23930,46755
ZCTA5 23934,118500
ZCTA5 23936,48527
ZCTA5 23937,39250
ZCTA5 23938,52875
ZCTA5 23942,40987
ZCTA5 23944,43396
ZCTA5 23947,45439
ZCTA5 23950,37301
ZCTA5 23954,40000
ZCTA5 23958,43750
ZCTA5 23959,58542
ZCTA5 23960,51154
ZCTA5 23962,72877
ZCTA5 23963,74081
ZCTA5 23964,47625
ZCTA5 23966,52209
ZCTA5 23967,48824
ZCTA5 23968,37833
ZCTA5 23970,52551
ZCTA5 23974,41586
ZCTA5 24011,52196
ZCTA5 24012,46381
ZCTA5 24013,42111
ZCTA5 24014,57129
ZCTA5 24015,57952
ZCTA5 24016,29407
ZCTA5 24017,34423
ZCTA5 24018,71597
ZCTA5 24019,71003
ZCTA5 24053,37895
ZCTA5 24054,48350
ZCTA5 24055,34047
ZCTA5 24059,70438
ZCTA5 24060,54620
ZCTA5 24064,77714
ZCTA5 24065,55195
ZCTA5 24066,57045
ZCTA5 24067,60349
ZCTA5 24069,49643
ZCTA5 24070,64559
ZCTA5 24072,82868
ZCTA5 24073,63064
ZCTA5 24076,60046
ZCTA5 24077,50423
ZCTA5 24078,39471
ZCTA5 24079,42755
ZCTA5 24083,103942
ZCTA5 24084,52403
ZCTA5 24085,50704
ZCTA5 24087,50238
ZCTA5 24088,36287
ZCTA5 24089,40825
ZCTA5 24090,76625
ZCTA5 24091,51425
ZCTA5 24092,57578
ZCTA5 24093,77813
ZCTA5 24095,64441
ZCTA5 24101,69063
ZCTA5 24102,44536
ZCTA5 24104,79556
ZCTA5 24105,44396
ZCTA5 24112,38253
ZCTA5 24120,45341
ZCTA5 24121,73250
ZCTA5 24122,62554
ZCTA5 24124,51632
ZCTA5 24127,48868
ZCTA5 24128,62045
ZCTA5 24133,44432
ZCTA5 24134,59283
ZCTA5 24136,61897
ZCTA5 24137,56582
ZCTA5 24138,74177
ZCTA5 24139,27936
ZCTA5 24141,45427
ZCTA5 24147,46554
ZCTA5 24148,43884
ZCTA5 24149,56875
ZCTA5 24150,72227
ZCTA5 24151,50677
ZCTA5 24153,67823
ZCTA5 24161,43750
ZCTA5 24162,60331
ZCTA5 24165,35179
ZCTA5 24171,52967
ZCTA5 24174,47672
ZCTA5 24175,77402
ZCTA5 24176,94722
ZCTA5 24179,55171
ZCTA5 24184,56605
