Zip Code,Median income (dollars)
ZCTA5 66748,50455
ZCTA5 66749,46712
ZCTA5 66751,34635
ZCTA5 66753,60043
ZCTA5 66754,54688
ZCTA5 66755,56000
ZCTA5 66756,42819
ZCTA5 66757,55179
ZCTA5 66758,41667
ZCTA5 66761,49688
ZCTA5 66762,39390
ZCTA5 66763,51563
ZCTA5 66767,43750
ZCTA5 66769,64063
ZCTA5 66770,44500
ZCTA5 66771,80268
ZCTA5 66772,47500
ZCTA5 66773,49318
ZCTA5 66776,47470
ZCTA5 66777,31429
ZCTA5 66779,48882
ZCTA5 66780,61458
ZCTA5 66781,42734
ZCTA5 66782,33750
ZCTA5 66783,45040
ZCTA5 66801,48583
ZCTA5 66830,46394
ZCTA5 66833,47083
ZCTA5 66834,52026
ZCTA5 66835,60250
ZCTA5 66839,57609
ZCTA5 66840,63929
ZCTA5 66842,83125
ZCTA5 66843,45750
ZCTA5 66845,55168
ZCTA5 66846,57500
ZCTA5 66849,68500
ZCTA5 66850,59063
ZCTA5 66851,31250
ZCTA5 66852,66339
ZCTA5 66853,41979
ZCTA5 66854,51786
ZCTA5 66856,68750
ZCTA5 66857,50000
ZCTA5 66858,44375
ZCTA5 66859,44688
ZCTA5 66860,48365
ZCTA5 66861,51090
ZCTA5 66864,51161
ZCTA5 66865,83250
ZCTA5 66866,48923
ZCTA5 66868,78036
ZCTA5 66869,45819
ZCTA5 66870,41875
ZCTA5 66871,59904
ZCTA5 66872,42109
ZCTA5 66873,42917
ZCTA5 66901,47437
ZCTA5 66930,44625
ZCTA5 66932,51563
ZCTA5 66933,40980
ZCTA5 66935,47358
ZCTA5 66936,30114
ZCTA5 66937,46111
ZCTA5 66938,51094
ZCTA5 66939,66250
ZCTA5 66940,33750
ZCTA5 66941,21250
ZCTA5 66942,30417
ZCTA5 66943,47981
ZCTA5 66944,62333
ZCTA5 66945,55000
ZCTA5 66948,63661
ZCTA5 66949,48409
ZCTA5 66951,50167
ZCTA5 66952,41012
ZCTA5 66953,55417
ZCTA5 66956,35455
ZCTA5 66958,70530
ZCTA5 66959,53750
ZCTA5 66960,47813
ZCTA5 66962,60682
ZCTA5 66963,41875
ZCTA5 66964,49375
ZCTA5 66966,51611
ZCTA5 66967,41620
ZCTA5 66968,47050
ZCTA5 66970,37188
ZCTA5 67001,81667
ZCTA5 67002,95422
ZCTA5 67003,47292
ZCTA5 67004,61328
ZCTA5 67005,50044
ZCTA5 67008,41563
ZCTA5 67009,37228
ZCTA5 67010,64320
ZCTA5 67013,60395
ZCTA5 67016,48750
ZCTA5 67017,79500
ZCTA5 67019,75208
ZCTA5 67020,59323
ZCTA5 67022,40850
ZCTA5 67023,37000
ZCTA5 67024,37273
ZCTA5 67025,78021
ZCTA5 67026,97656
ZCTA5 67028,59602
ZCTA5 67029,44904
ZCTA5 67030,84306
ZCTA5 67031,62279
ZCTA5 67035,58929
ZCTA5 67036,48625
ZCTA5 67037,74833
ZCTA5 67038,48958
ZCTA5 67039,71681
ZCTA5 67041,61250
ZCTA5 67042,46151
ZCTA5 67045,39688
ZCTA5 67047,43618
ZCTA5 67049,36667
ZCTA5 67050,95536
ZCTA5 67051,43750
ZCTA5 67052,98646
ZCTA5 67053,53750
ZCTA5 67054,47000
ZCTA5 67056,61984
ZCTA5 67057,40781
ZCTA5 67058,53750
ZCTA5 67059,60000
ZCTA5 67060,57565
ZCTA5 67062,53872
ZCTA5 67063,52697
ZCTA5 67065,62125
ZCTA5 67066,49570
ZCTA5 67067,97542
ZCTA5 67068,52160
ZCTA5 67070,55417
ZCTA5 67073,51806
ZCTA5 67074,68295
ZCTA5 67101,59824
ZCTA5 67103,85804
ZCTA5 67104,48110
ZCTA5 67105,65313
ZCTA5 67107,51016
ZCTA5 67108,75500
ZCTA5 67109,56806
ZCTA5 67110,67542
ZCTA5 67111,55556
ZCTA5 67112,80893
ZCTA5 67114,56776
ZCTA5 67117,71058
ZCTA5 67118,52344
ZCTA5 67119,49250
ZCTA5 67120,104083
ZCTA5 67122,41700
ZCTA5 67123,51500
ZCTA5 67124,54781
ZCTA5 67127,58750
ZCTA5 67131,64091
ZCTA5 67132,56833
ZCTA5 67133,80533
ZCTA5 67134,55625
ZCTA5 67135,72028
ZCTA5 67137,43393
ZCTA5 67138,46616
ZCTA5 67140,38750
ZCTA5 67142,61438
ZCTA5 67143,46250
ZCTA5 67144,64432
ZCTA5 67146,66000
ZCTA5 67147,73155
ZCTA5 67149,90398
ZCTA5 67150,27000
ZCTA5 67151,54167
ZCTA5 67152,49219
ZCTA5 67154,49950
ZCTA5 67155,78750
ZCTA5 67156,49404
ZCTA5 67159,56250
ZCTA5 67202,54375
ZCTA5 67203,43520
ZCTA5 67204,56745
ZCTA5 67205,101884
ZCTA5 67206,85000
ZCTA5 67207,54660
ZCTA5 67208,54598
ZCTA5 67209,73186
ZCTA5 67210,46661
ZCTA5 67211,37166
ZCTA5 67212,58867
ZCTA5 67213,38277
ZCTA5 67214,29900
ZCTA5 67215,93365
ZCTA5 67216,40336
ZCTA5 67217,49366
ZCTA5 67218,41563
ZCTA5 67219,57025
ZCTA5 67220,66466
ZCTA5 67223,113462
ZCTA5 67226,69520
ZCTA5 67227,68947
ZCTA5 67228,151989
ZCTA5 67230,125817
ZCTA5 67232,61067
ZCTA5 67235,102399
ZCTA5 67301,46563
ZCTA5 67330,58194
ZCTA5 67333,51334
ZCTA5 67334,31719
ZCTA5 67335,46938
ZCTA5 67336,32009
ZCTA5 67337,40249
ZCTA5 67340,52500
ZCTA5 67341,90357
ZCTA5 67342,56328
ZCTA5 67344,41964
ZCTA5 67346,61458
ZCTA5 67347,72083
ZCTA5 67349,53011
ZCTA5 67351,81500
ZCTA5 67352,43125
ZCTA5 67353,39444
ZCTA5 67354,63056
ZCTA5 67355,61250
ZCTA5 67356,45859
ZCTA5 67357,46452
ZCTA5 67360,41250
ZCTA5 67361,35000
ZCTA5 67363,87917
ZCTA5 67364,70433
ZCTA5 67401,51221
ZCTA5 67410,54359
ZCTA5 67416,69205
ZCTA5 67417,71086
ZCTA5 67418,50625
ZCTA5 67420,47704
ZCTA5 67422,74286
ZCTA5 67423,46250
ZCTA5 67425,58438
ZCTA5 67427,38152
ZCTA5 67428,62426
ZCTA5 67430,41544
ZCTA5 67431,58362
ZCTA5 67432,47300
ZCTA5 67436,56944
ZCTA5 67437,51500
ZCTA5 67438,41250
ZCTA5 67439,54200
ZCTA5 67441,41723
ZCTA5 67442,36250
ZCTA5 67443,82257
ZCTA5 67444,51250
ZCTA5 67445,39375
ZCTA5 67446,51429
ZCTA5 67448,64244
ZCTA5 67449,53864
ZCTA5 67450,75938
ZCTA5 67451,42955
ZCTA5 67452,78269
ZCTA5 67454,46193
ZCTA5 67455,48015
ZCTA5 67456,57209
ZCTA5 67457,49048
ZCTA5 67458,50459
ZCTA5 67459,91500
ZCTA5 67460,60406
ZCTA5 67464,50809
ZCTA5 67466,53194
ZCTA5 67467,53229
ZCTA5 67468,56786
ZCTA5 67470,65694
ZCTA5 67473,51500
ZCTA5 67474,52788
ZCTA5 67475,41607
ZCTA5 67478,53203
ZCTA5 67480,66534
ZCTA5 67481,38854
ZCTA5 67483,62928
ZCTA5 67484,48558
ZCTA5 67485,38125
ZCTA5 67487,45921
ZCTA5 67490,53500
ZCTA5 67491,50000
ZCTA5 67492,57500
ZCTA5 67501,40833
ZCTA5 67502,66295
ZCTA5 67505,43050
ZCTA5 67510,43125
ZCTA5 67511,44000
ZCTA5 67512,71250
ZCTA5 67513,20313
ZCTA5 67514,46875
ZCTA5 67515,80313
ZCTA5 67516,50000
ZCTA5 67519,50938
ZCTA5 67520,55833
ZCTA5 67521,91136
ZCTA5 67522,59286
ZCTA5 67523,45714
ZCTA5 67524,46528
ZCTA5 67525,51250
ZCTA5 67526,48750
ZCTA5 67529,50938
ZCTA5 67530,48750
ZCTA5 67543,60000
ZCTA5 67544,48750
ZCTA5 67545,51250
ZCTA5 67546,64583
ZCTA5 67547,50125
ZCTA5 67548,43068
ZCTA5 67550,45854
ZCTA5 67552,41806
ZCTA5 67553,43750
ZCTA5 67554,51150
ZCTA5 67556,46250
ZCTA5 67557,51364
ZCTA5 67559,58250
ZCTA5 67560,60227
ZCTA5 67561,52697
ZCTA5 67563,54405
ZCTA5 67564,50625
ZCTA5 67565,52917
ZCTA5 67566,56667
ZCTA5 67567,45682
ZCTA5 67568,34167
ZCTA5 67570,61176
ZCTA5 67572,47969
ZCTA5 67573,60250
ZCTA5 67574,48958
ZCTA5 67575,70000
ZCTA5 67576,62083
ZCTA5 67578,41932
ZCTA5 67579,51071
ZCTA5 67581,65500
ZCTA5 67583,49205
ZCTA5 67584,32500
ZCTA5 67601,55176
ZCTA5 67621,40875
ZCTA5 67622,52500
ZCTA5 67623,47813
ZCTA5 67625,39167
ZCTA5 67626,52059
ZCTA5 67628,56518
ZCTA5 67629,61563
ZCTA5 67631,43750
ZCTA5 67632,34779
ZCTA5 67634,55000
ZCTA5 67635,52500
ZCTA5 67637,70474
ZCTA5 67638,32656
ZCTA5 67639,68000
ZCTA5 67640,60625
ZCTA5 67642,37149
ZCTA5 67643,58750
ZCTA5 67644,55875
ZCTA5 67645,40593
ZCTA5 67646,50688
ZCTA5 67647,46250
ZCTA5 67648,43750
ZCTA5 67649,55167
ZCTA5 67650,51875
ZCTA5 67651,63611
ZCTA5 67653,58810
ZCTA5 67654,52014
ZCTA5 67656,59850
ZCTA5 67657,46429
ZCTA5 67658,57500
ZCTA5 67659,46250
ZCTA5 67661,51481
ZCTA5 67663,59375
ZCTA5 67664,82500
ZCTA5 67665,50250
ZCTA5 67667,86250
ZCTA5 67669,45781
ZCTA5 67671,67071
ZCTA5 67672,57609
ZCTA5 67673,31500
ZCTA5 67674,47292
ZCTA5 67675,44674
ZCTA5 67701,66573
ZCTA5 67730,61923
ZCTA5 67731,42250
ZCTA5 67732,57778
ZCTA5 67733,102171
ZCTA5 67734,76607
ZCTA5 67735,57053
ZCTA5 67736,66750
ZCTA5 67737,51731
ZCTA5 67738,56635
ZCTA5 67739,40417
ZCTA5 67740,68281
ZCTA5 67744,44286
ZCTA5 67745,57188
ZCTA5 67747,53438
ZCTA5 67748,47083
ZCTA5 67749,37271
ZCTA5 67751,52396
ZCTA5 67752,53646
ZCTA5 67753,70764
ZCTA5 67756,42639
ZCTA5 67757,41667
ZCTA5 67758,49265
ZCTA5 67761,80469
ZCTA5 67762,36250
ZCTA5 67764,65000
ZCTA5 67801,53728
ZCTA5 67831,55238
ZCTA5 67834,56406
ZCTA5 67835,80040
ZCTA5 67836,31250
ZCTA5 67837,66042
ZCTA5 67838,56071
ZCTA5 67839,40441
ZCTA5 67840,46250
ZCTA5 67841,42917
ZCTA5 67842,64375
ZCTA5 67843,33418
ZCTA5 67844,47262
ZCTA5 67846,59242
ZCTA5 67849,56875
ZCTA5 67850,56667
ZCTA5 67851,75125
ZCTA5 67853,72656
ZCTA5 67854,60524
ZCTA5 67855,58247
ZCTA5 67859,62375
ZCTA5 67860,44619
ZCTA5 67861,59201
ZCTA5 67862,46667
ZCTA5 67863,43359
ZCTA5 67864,57026
ZCTA5 67865,54583
ZCTA5 67867,54896
ZCTA5 67868,46953
ZCTA5 67869,61250
ZCTA5 67870,56094
ZCTA5 67871,55568
ZCTA5 67876,62614
ZCTA5 67877,48981
ZCTA5 67878,49886
ZCTA5 67879,53750
ZCTA5 67880,62452
ZCTA5 67901,48695
ZCTA5 67950,41698
ZCTA5 67951,59417
ZCTA5 67952,58487
ZCTA5 67954,50966
ZCTA5 68001,60833
ZCTA5 68002,69722
ZCTA5 68003,73945
ZCTA5 68004,52917
ZCTA5 68005,56499
ZCTA5 68007,121217
ZCTA5 68008,69006
ZCTA5 68014,48679
ZCTA5 68015,69000
ZCTA5 68016,98194
ZCTA5 68017,74375
ZCTA5 68018,89375
ZCTA5 68019,50000
ZCTA5 68020,51250
ZCTA5 68022,112500
ZCTA5 68023,81824
ZCTA5 68025,57213
ZCTA5 68028,116066
ZCTA5 68029,56875
ZCTA5 68030,73125
ZCTA5 68031,65074
ZCTA5 68033,53750
ZCTA5 68034,114375
ZCTA5 68036,33750
ZCTA5 68037,90417
ZCTA5 68038,42125
ZCTA5 68039,32386
ZCTA5 68040,81250
ZCTA5 68041,63269
ZCTA5 68042,41250
ZCTA5 68044,62813
ZCTA5 68045,57500
ZCTA5 68046,95524
ZCTA5 68047,75107
ZCTA5 68048,70734
ZCTA5 68050,46863
ZCTA5 68055,61250
ZCTA5 68057,67708
ZCTA5 68058,91250
ZCTA5 68059,86042
ZCTA5 68061,55625
ZCTA5 68062,74250
ZCTA5 68063,50000
ZCTA5 68064,62347
ZCTA5 68065,71250
ZCTA5 68066,65405
ZCTA5 68067,52798
ZCTA5 68068,73750
ZCTA5 68069,95046
ZCTA5 68070,63482
ZCTA5 68071,51442
ZCTA5 68072,38750
ZCTA5 68073,77917
ZCTA5 68102,63723
ZCTA5 68104,48720
ZCTA5 68105,43306
ZCTA5 68106,61473
ZCTA5 68107,48971
ZCTA5 68108,43690
ZCTA5 68110,31503
ZCTA5 68111,30046
ZCTA5 68112,52563
ZCTA5 68113,51875
ZCTA5 68114,62870
ZCTA5 68116,98300
ZCTA5 68117,56193
ZCTA5 68118,126753
ZCTA5 68122,87181
ZCTA5 68123,81231
ZCTA5 68124,83878
ZCTA5 68127,58481
ZCTA5 68128,71579
ZCTA5 68130,112947
ZCTA5 68131,42516
ZCTA5 68132,69229
ZCTA5 68133,109878
ZCTA5 68134,56184
ZCTA5 68135,116800
ZCTA5 68136,107923
ZCTA5 68137,74716
ZCTA5 68138,80389
ZCTA5 68142,89914
ZCTA5 68144,72475
ZCTA5 68147,64088
ZCTA5 68152,72606
ZCTA5 68154,74904
ZCTA5 68157,68558
ZCTA5 68164,73984
ZCTA5 68301,85833
ZCTA5 68303,70625
ZCTA5 68304,64583
ZCTA5 68305,48144
ZCTA5 68307,60250
ZCTA5 68309,68125
ZCTA5 68310,45759
ZCTA5 68313,73561
ZCTA5 68314,72500
ZCTA5 68315,59688
ZCTA5 68316,62955
ZCTA5 68317,88333
ZCTA5 68318,52045
ZCTA5 68319,62208
ZCTA5 68320,50375
ZCTA5 68321,46850
ZCTA5 68322,70000
ZCTA5 68323,43750
ZCTA5 68325,75000
ZCTA5 68326,66313
ZCTA5 68328,59375
ZCTA5 68329,56667
ZCTA5 68331,58295
ZCTA5 68332,54750
ZCTA5 68333,48825
ZCTA5 68335,52708
ZCTA5 68336,122292
ZCTA5 68337,44821
ZCTA5 68338,66875
ZCTA5 68339,105000
ZCTA5 68340,51518
ZCTA5 68341,70156
ZCTA5 68342,53636
ZCTA5 68343,67361
ZCTA5 68344,69250
ZCTA5 68345,36429
ZCTA5 68346,67935
ZCTA5 68347,81979
ZCTA5 68348,73750
ZCTA5 68349,80875
ZCTA5 68350,61250
ZCTA5 68351,62885
ZCTA5 68352,43733
ZCTA5 68354,55714
ZCTA5 68355,39568
ZCTA5 68357,91000
ZCTA5 68358,114079
ZCTA5 68359,67898
ZCTA5 68360,70000
ZCTA5 68361,74750
ZCTA5 68362,55833
ZCTA5 68364,74107
ZCTA5 68365,64063
ZCTA5 68366,70375
ZCTA5 68367,39063
ZCTA5 68368,84107
ZCTA5 68370,52669
ZCTA5 68371,61250
ZCTA5 68372,103869
ZCTA5 68375,20774
ZCTA5 68376,54188
ZCTA5 68377,59375
ZCTA5 68378,58295
ZCTA5 68379,58750
ZCTA5 68380,44583
ZCTA5 68381,51964
ZCTA5 68382,120938
ZCTA5 68401,98889
ZCTA5 68402,81667
ZCTA5 68403,56750
ZCTA5 68404,70556
ZCTA5 68405,67684
ZCTA5 68406,53906
ZCTA5 68407,84750
ZCTA5 68409,68438
ZCTA5 68410,59105
ZCTA5 68413,79741
ZCTA5 68414,53077
ZCTA5 68415,57813
ZCTA5 68416,56500
ZCTA5 68417,34286
ZCTA5 68418,76250
ZCTA5 68419,85625
ZCTA5 68420,45769
ZCTA5 68421,44583
ZCTA5 68422,67500
ZCTA5 68423,79271
ZCTA5 68424,51667
ZCTA5 68428,98935
ZCTA5 68430,90595
ZCTA5 68433,55000
ZCTA5 68434,72118
ZCTA5 68436,50865
ZCTA5 68437,73750
ZCTA5 68438,52500
ZCTA5 68439,71360
ZCTA5 68441,40375
ZCTA5 68442,31771
ZCTA5 68443,59931
ZCTA5 68444,79688
ZCTA5 68445,52440
ZCTA5 68446,69324
ZCTA5 68447,48750
ZCTA5 68448,43125
ZCTA5 68450,40250
ZCTA5 68452,41875
ZCTA5 68453,55313
ZCTA5 68454,78103
ZCTA5 68455,49063
ZCTA5 68456,67969
ZCTA5 68457,59250
ZCTA5 68458,66250
ZCTA5 68460,66696
ZCTA5 68462,81534
ZCTA5 68463,59375
ZCTA5 68464,58958
ZCTA5 68465,67407
ZCTA5 68466,46909
ZCTA5 68467,59969
ZCTA5 68502,54684
ZCTA5 68503,37388
ZCTA5 68504,42588
ZCTA5 68505,63344
ZCTA5 68506,60611
ZCTA5 68507,59237
ZCTA5 68508,28251
ZCTA5 68510,59013
ZCTA5 68512,84253
ZCTA5 68514,108917
ZCTA5 68516,88060
ZCTA5 68517,150938
ZCTA5 68520,108319
ZCTA5 68521,59626
ZCTA5 68522,67265
ZCTA5 68523,114583
ZCTA5 68524,62344
ZCTA5 68526,117986
ZCTA5 68527,169583
ZCTA5 68528,67744
ZCTA5 68531,107500
ZCTA5 68532,130556
ZCTA5 68601,59386
ZCTA5 68620,74276
ZCTA5 68621,51250
ZCTA5 68622,68571
ZCTA5 68623,42031
ZCTA5 68624,65417
ZCTA5 68626,71136
ZCTA5 68627,54306
ZCTA5 68628,55375
ZCTA5 68629,66806
ZCTA5 68631,55375
ZCTA5 68632,54596
ZCTA5 68633,71250
ZCTA5 68634,36250
ZCTA5 68635,82700
ZCTA5 68636,61382
ZCTA5 68637,38750
ZCTA5 68638,53207
ZCTA5 68640,59583
ZCTA5 68641,57609
ZCTA5 68642,75417
ZCTA5 68643,72857
ZCTA5 68644,57656
ZCTA5 68647,86150
ZCTA5 68648,72381
ZCTA5 68649,75565
ZCTA5 68651,65000
ZCTA5 68652,49000
ZCTA5 68653,67344
ZCTA5 68654,58315
ZCTA5 68655,60208
ZCTA5 68658,75375
ZCTA5 68659,52981
ZCTA5 68660,59444
ZCTA5 68661,65473
ZCTA5 68662,68550
ZCTA5 68663,55170
ZCTA5 68664,58125
ZCTA5 68665,44013
ZCTA5 68666,62292
ZCTA5 68667,45000
ZCTA5 68669,67321
ZCTA5 68701,52272
ZCTA5 68710,48611
ZCTA5 68713,55385
ZCTA5 68714,53021
ZCTA5 68715,72917
ZCTA5 68716,57308
ZCTA5 68717,62344
ZCTA5 68718,50709
ZCTA5 68720,62778
ZCTA5 68722,57750
ZCTA5 68723,87535
ZCTA5 68724,43077
ZCTA5 68725,39118
ZCTA5 68726,53438
ZCTA5 68727,53958
ZCTA5 68728,56875
ZCTA5 68729,52857
ZCTA5 68730,71908
ZCTA5 68731,83047
ZCTA5 68732,61667
ZCTA5 68733,64444
ZCTA5 68735,53026
ZCTA5 68736,61250
ZCTA5 68739,72955
ZCTA5 68740,79583
ZCTA5 68741,73750
ZCTA5 68742,63125
ZCTA5 68743,69306
ZCTA5 68745,57868
ZCTA5 68746,36944
ZCTA5 68747,81029
ZCTA5 68748,53060
ZCTA5 68749,46250
ZCTA5 68751,58125
ZCTA5 68752,51000
ZCTA5 68753,59688
ZCTA5 68755,73813
ZCTA5 68756,52813
ZCTA5 68757,70125
ZCTA5 68758,52250
ZCTA5 68759,35417
ZCTA5 68760,45500
ZCTA5 68761,49464
ZCTA5 68763,64286
ZCTA5 68764,48487
ZCTA5 68765,57768
ZCTA5 68766,85208
ZCTA5 68767,58125
ZCTA5 68768,58000
ZCTA5 68769,50682
ZCTA5 68770,50391
ZCTA5 68771,59393
ZCTA5 68773,38828
ZCTA5 68774,49375
ZCTA5 68776,56903
ZCTA5 68777,44250
ZCTA5 68778,57604
ZCTA5 68779,65119
ZCTA5 68780,61765
ZCTA5 68781,50703
ZCTA5 68783,55500
ZCTA5 68784,57468
ZCTA5 68786,64464
ZCTA5 68787,56038
ZCTA5 68788,57628
ZCTA5 68789,51250
ZCTA5 68790,57079
ZCTA5 68791,60250
ZCTA5 68792,67011
ZCTA5 68801,55676
ZCTA5 68803,61634
ZCTA5 68810,50091
ZCTA5 68812,67000
ZCTA5 68813,61711
ZCTA5 68814,49792
ZCTA5 68815,45114
ZCTA5 68816,44762
ZCTA5 68817,60000
ZCTA5 68818,66839
ZCTA5 68820,56750
ZCTA5 68821,45893
ZCTA5 68822,53386
ZCTA5 68823,55117
ZCTA5 68824,59583
ZCTA5 68825,47614
ZCTA5 68826,56875
ZCTA5 68827,52813
ZCTA5 68828,54107
ZCTA5 68831,54500
ZCTA5 68832,79167
ZCTA5 68833,70174
ZCTA5 68834,50893
ZCTA5 68835,46875
ZCTA5 68836,68246
ZCTA5 68837,69167
ZCTA5 68838,54375
ZCTA5 68840,64145
ZCTA5 68841,69583
ZCTA5 68842,47202
ZCTA5 68843,71083
ZCTA5 68844,53846
ZCTA5 68845,68372
ZCTA5 68846,77500
ZCTA5 68847,59356
ZCTA5 68850,58488
ZCTA5 68852,68750
ZCTA5 68853,43864
ZCTA5 68854,62841
ZCTA5 68855,56964
ZCTA5 68856,61250
ZCTA5 68858,59904
ZCTA5 68859,42417
ZCTA5 68860,55104
ZCTA5 68862,57264
ZCTA5 68863,68750
ZCTA5 68864,59375
ZCTA5 68865,88125
ZCTA5 68866,56806
ZCTA5 68869,56552
ZCTA5 68870,70583
ZCTA5 68871,43438
ZCTA5 68872,71429
ZCTA5 68873,58929
ZCTA5 68874,40069
ZCTA5 68875,47841
ZCTA5 68876,57634
ZCTA5 68878,68750
ZCTA5 68879,46705
ZCTA5 68882,40813
ZCTA5 68883,58148
ZCTA5 68901,54109
ZCTA5 68920,47500
ZCTA5 68922,60170
ZCTA5 68923,96000
ZCTA5 68924,66435
ZCTA5 68925,76146
ZCTA5 68926,38250
ZCTA5 68927,61146
ZCTA5 68928,51484
ZCTA5 68929,31250
ZCTA5 68930,56346
ZCTA5 68932,55455
ZCTA5 68933,65188
ZCTA5 68934,21620
ZCTA5 68935,45962
ZCTA5 68936,50815
ZCTA5 68937,63050
ZCTA5 68938,75192
ZCTA5 68939,43705
ZCTA5 68940,72400
ZCTA5 68941,64286
ZCTA5 68942,56146
ZCTA5 68943,60417
ZCTA5 68944,63365
ZCTA5 68945,56250
ZCTA5 68946,26250
ZCTA5 68947,52583
ZCTA5 68948,54375
ZCTA5 68949,56356
ZCTA5 68950,44063
ZCTA5 68952,45833
ZCTA5 68955,82000
ZCTA5 68956,71250
ZCTA5 68957,57500
ZCTA5 68958,58750
ZCTA5 68959,56827
ZCTA5 68960,54375
ZCTA5 68961,54076
ZCTA5 68966,51667
ZCTA5 68967,58333
ZCTA5 68969,87500
ZCTA5 68970,45250
ZCTA5 68971,37917
ZCTA5 68972,52321
ZCTA5 68973,57500
ZCTA5 68974,85230
ZCTA5 68975,71250
ZCTA5 68976,72250
ZCTA5 68977,61071
ZCTA5 68978,47845
ZCTA5 68979,67083
ZCTA5 68980,72500
ZCTA5 68981,59643
ZCTA5 68982,64306
ZCTA5 69001,48000
ZCTA5 69020,50750
ZCTA5 69021,48162
ZCTA5 69022,63500
ZCTA5 69023,71429
ZCTA5 69024,52794
ZCTA5 69025,48813
ZCTA5 69026,43563
ZCTA5 69028,68750
ZCTA5 69029,60893
ZCTA5 69030,56719
ZCTA5 69032,52292
ZCTA5 69033,60063
ZCTA5 69034,48889
ZCTA5 69036,97708
ZCTA5 69037,40625
ZCTA5 69038,50625
ZCTA5 69039,111250
ZCTA5 69040,44125
ZCTA5 69041,50486
ZCTA5 69042,63125
ZCTA5 69043,39375
ZCTA5 69044,44519
ZCTA5 69045,48833
ZCTA5 69046,48438
ZCTA5 69101,57627
ZCTA5 69120,59875
ZCTA5 69121,48000
ZCTA5 69122,50769
ZCTA5 69123,59091
ZCTA5 69125,41000
ZCTA5 69127,54519
ZCTA5 69128,57531
ZCTA5 69129,48068
ZCTA5 69130,50055
ZCTA5 69131,64219
ZCTA5 69132,40250
ZCTA5 69133,54821
ZCTA5 69134,52313
ZCTA5 69138,67540
ZCTA5 69140,65368
ZCTA5 69141,54773
ZCTA5 69142,41250
ZCTA5 69143,77222
ZCTA5 69145,45987
ZCTA5 69146,43558
ZCTA5 69147,59792
ZCTA5 69149,54167
ZCTA5 69150,52857
ZCTA5 69151,67778
ZCTA5 69152,42241
ZCTA5 69153,51361
ZCTA5 69154,39792
ZCTA5 69155,73500
ZCTA5 69156,52955
ZCTA5 69157,50833
ZCTA5 69161,53250
ZCTA5 69162,51583
ZCTA5 69163,49375
ZCTA5 69165,80263
ZCTA5 69166,60150
ZCTA5 69167,52500
ZCTA5 69168,67500
ZCTA5 69169,44028
ZCTA5 69170,46042
ZCTA5 69201,53859
ZCTA5 69210,42679
ZCTA5 69211,42833
ZCTA5 69212,37750
ZCTA5 69214,59135
ZCTA5 69216,67917
ZCTA5 69217,24464
ZCTA5 69218,81750
ZCTA5 69219,89688
ZCTA5 69220,44583
ZCTA5 69221,50673
ZCTA5 69301,63995
ZCTA5 69331,44766
ZCTA5 69333,50250
ZCTA5 69334,51442
ZCTA5 69335,56563
ZCTA5 69336,44258
ZCTA5 69337,49161
ZCTA5 69339,47396
ZCTA5 69341,62363
ZCTA5 69343,44070
ZCTA5 69345,57969
ZCTA5 69346,45577
ZCTA5 69347,65750
ZCTA5 69348,54955
ZCTA5 69350,29250
ZCTA5 69351,54038
ZCTA5 69352,46411
ZCTA5 69353,58250
ZCTA5 69354,31632
ZCTA5 69355,53750
ZCTA5 69356,46406
ZCTA5 69357,55245
ZCTA5 69358,56759
ZCTA5 69360,40877
ZCTA5 69361,49574
ZCTA5 69366,79271
ZCTA5 69367,73472
ZCTA5 70001,56724
ZCTA5 70002,56361
ZCTA5 70003,65501
ZCTA5 70005,64235
ZCTA5 70006,67321
ZCTA5 70030,69855
ZCTA5 70031,45000
ZCTA5 70032,48621
ZCTA5 70036,61250
ZCTA5 70037,71956
ZCTA5 70039,67855
ZCTA5 70040,27407
ZCTA5 70041,33490
ZCTA5 70043,47337
ZCTA5 70047,99252
ZCTA5 70049,39125
ZCTA5 70050,50104
ZCTA5 70051,72308
ZCTA5 70052,60938
ZCTA5 70053,39347
ZCTA5 70056,56167
ZCTA5 70057,50919
ZCTA5 70058,49551
ZCTA5 70062,43788
ZCTA5 70065,57206
ZCTA5 70067,54219
ZCTA5 70068,61725
ZCTA5 70070,74478
ZCTA5 70071,47813
ZCTA5 70072,53070
ZCTA5 70075,60448
ZCTA5 70076,44025
ZCTA5 70079,68048
ZCTA5 70080,52212
ZCTA5 70082,11222
ZCTA5 70083,48981
ZCTA5 70084,43570
ZCTA5 70085,37816
ZCTA5 70086,41065
ZCTA5 70087,47675
ZCTA5 70090,47955
ZCTA5 70091,52955
ZCTA5 70092,44753
ZCTA5 70094,41237
ZCTA5 70112,29625
ZCTA5 70113,25142
ZCTA5 70114,33490
ZCTA5 70115,77961
ZCTA5 70116,36842
ZCTA5 70117,29663
ZCTA5 70118,50597
ZCTA5 70119,40769
ZCTA5 70121,48769
ZCTA5 70122,34921
ZCTA5 70123,72011
ZCTA5 70124,95366
ZCTA5 70125,52481
ZCTA5 70126,26686
ZCTA5 70127,30224
ZCTA5 70128,36081
ZCTA5 70129,39715
ZCTA5 70130,65132
ZCTA5 70131,56465
ZCTA5 70301,52430
ZCTA5 70339,46029
ZCTA5 70341,37601
ZCTA5 70342,39770
ZCTA5 70343,76682
ZCTA5 70344,49750
ZCTA5 70345,56399
