"Facility ID","Measure ID","Value","Footnote","Start Date","End Date"
050772,MSPB-1,N/A,1,07/01/2020,12/31/2020
050775,MSPB-1,0.959506,,07/01/2020,12/31/2020
050776,MSPB-1,1.190503,,07/01/2020,12/31/2020
050777,MSPB-1,N/A,1,07/01/2020,12/31/2020
050778,MSPB-1,N/A,1,07/01/2020,12/31/2020
050779,MSPB-1,0.918960,,07/01/2020,12/31/2020
050780,MSPB-1,1.415877,,07/01/2020,12/31/2020
050782,MSPB-1,1.121139,,07/01/2020,12/31/2020
050783,MSPB-1,0.812690,,07/01/2020,12/31/2020
050784,MSPB-1,1.054938,,07/01/2020,12/31/2020
050785,MSPB-1,N/A,1,07/01/2020,12/31/2020
060001,MSPB-1,0.950961,,07/01/2020,12/31/2020
060003,MSPB-1,0.936385,,07/01/2020,12/31/2020
060004,MSPB-1,1.121408,,07/01/2020,12/31/2020
060006,MSPB-1,0.944750,,07/01/2020,12/31/2020
060008,MSPB-1,1.025035,,07/01/2020,12/31/2020
060009,MSPB-1,0.977210,,07/01/2020,12/31/2020
060010,MSPB-1,1.003657,,07/01/2020,12/31/2020
060011,MSPB-1,0.932835,,07/01/2020,12/31/2020
060012,MSPB-1,1.100856,,07/01/2020,12/31/2020
060013,MSPB-1,0.973989,,07/01/2020,12/31/2020
060014,MSPB-1,1.086479,,07/01/2020,12/31/2020
060015,MSPB-1,1.010996,,07/01/2020,12/31/2020
060020,MSPB-1,0.967126,,07/01/2020,12/31/2020
060022,MSPB-1,1.038952,,07/01/2020,12/31/2020
060023,MSPB-1,1.033947,,07/01/2020,12/31/2020
060024,MSPB-1,0.989323,,07/01/2020,12/31/2020
060027,MSPB-1,1.012816,,07/01/2020,12/31/2020
060028,MSPB-1,0.991120,,07/01/2020,12/31/2020
060030,MSPB-1,1.005041,,07/01/2020,12/31/2020
060031,MSPB-1,0.985443,,07/01/2020,12/31/2020
060032,MSPB-1,1.048871,,07/01/2020,12/31/2020
060034,MSPB-1,1.073191,,07/01/2020,12/31/2020
060044,MSPB-1,0.973296,,07/01/2020,12/31/2020
060049,MSPB-1,0.918816,,07/01/2020,12/31/2020
060054,MSPB-1,0.977964,,07/01/2020,12/31/2020
060064,MSPB-1,1.044335,,07/01/2020,12/31/2020
060065,MSPB-1,1.139637,,07/01/2020,12/31/2020
060071,MSPB-1,1.077404,,07/01/2020,12/31/2020
060075,MSPB-1,0.939530,,07/01/2020,12/31/2020
060076,MSPB-1,0.951578,,07/01/2020,12/31/2020
060096,MSPB-1,0.983962,,07/01/2020,12/31/2020
060100,MSPB-1,1.024862,,07/01/2020,12/31/2020
060103,MSPB-1,1.062838,,07/01/2020,12/31/2020
060104,MSPB-1,0.876778,,07/01/2020,12/31/2020
060107,MSPB-1,N/A,1,07/01/2020,12/31/2020
060112,MSPB-1,1.024746,,07/01/2020,12/31/2020
060113,MSPB-1,0.952510,,07/01/2020,12/31/2020
060114,MSPB-1,0.970447,,07/01/2020,12/31/2020
060116,MSPB-1,0.925592,,07/01/2020,12/31/2020
060117,MSPB-1,0.992604,,07/01/2020,12/31/2020
060118,MSPB-1,N/A,1,07/01/2020,12/31/2020
060119,MSPB-1,1.056769,,07/01/2020,12/31/2020
060124,MSPB-1,0.950355,,07/01/2020,12/31/2020
060125,MSPB-1,1.093746,,07/01/2020,12/31/2020
060126,MSPB-1,N/A,1,07/01/2020,12/31/2020
060128,MSPB-1,1.009279,,07/01/2020,12/31/2020
060129,MSPB-1,N/A,1,07/01/2020,12/31/2020
060130,MSPB-1,0.941759,,07/01/2020,12/31/2020
060131,MSPB-1,1.032436,,07/01/2020,12/31/2020
060132,MSPB-1,0.984211,,07/01/2020,12/31/2020
070002,MSPB-1,1.013895,,07/01/2020,12/31/2020
070003,MSPB-1,0.992219,,07/01/2020,12/31/2020
070004,MSPB-1,0.916534,,07/01/2020,12/31/2020
070005,MSPB-1,0.984815,,07/01/2020,12/31/2020
070006,MSPB-1,0.974737,,07/01/2020,12/31/2020
070007,MSPB-1,0.931645,,07/01/2020,12/31/2020
070008,MSPB-1,1.053484,,07/01/2020,12/31/2020
070010,MSPB-1,1.001709,,07/01/2020,12/31/2020
070011,MSPB-1,1.029508,,07/01/2020,12/31/2020
070016,MSPB-1,1.091130,,07/01/2020,12/31/2020
070017,MSPB-1,1.044611,,07/01/2020,12/31/2020
070018,MSPB-1,0.951708,,07/01/2020,12/31/2020
070020,MSPB-1,0.967483,,07/01/2020,12/31/2020
070021,MSPB-1,0.844732,,07/01/2020,12/31/2020
070022,MSPB-1,0.985610,,07/01/2020,12/31/2020
070024,MSPB-1,0.935764,,07/01/2020,12/31/2020
070025,MSPB-1,1.056189,,07/01/2020,12/31/2020
070027,MSPB-1,1.031413,,07/01/2020,12/31/2020
070028,MSPB-1,1.037179,,07/01/2020,12/31/2020
070029,MSPB-1,1.036781,,07/01/2020,12/31/2020
070031,MSPB-1,0.998641,,07/01/2020,12/31/2020
070033,MSPB-1,1.040552,,07/01/2020,12/31/2020
070034,MSPB-1,0.967026,,07/01/2020,12/31/2020
070035,MSPB-1,1.092609,,07/01/2020,12/31/2020
070036,MSPB-1,1.025809,,07/01/2020,12/31/2020
080001,MSPB-1,1.039514,,07/01/2020,12/31/2020
080003,MSPB-1,0.951967,,07/01/2020,12/31/2020
080004,MSPB-1,1.070826,,07/01/2020,12/31/2020
080006,MSPB-1,1.013496,,07/01/2020,12/31/2020
080007,MSPB-1,0.988641,,07/01/2020,12/31/2020
080009,MSPB-1,1.075231,,07/01/2020,12/31/2020
090001,MSPB-1,1.030304,,07/01/2020,12/31/2020
090003,MSPB-1,1.015891,,07/01/2020,12/31/2020
090004,MSPB-1,0.991713,,07/01/2020,12/31/2020
090005,MSPB-1,0.939570,,07/01/2020,12/31/2020
090008,MSPB-1,0.889041,,07/01/2020,12/31/2020
090011,MSPB-1,1.004441,,07/01/2020,12/31/2020
100001,MSPB-1,1.028082,,07/01/2020,12/31/2020
100002,MSPB-1,1.098757,,07/01/2020,12/31/2020
100006,MSPB-1,1.004443,,07/01/2020,12/31/2020
100007,MSPB-1,1.003360,,07/01/2020,12/31/2020
100008,MSPB-1,1.008853,,07/01/2020,12/31/2020
100012,MSPB-1,1.063748,,07/01/2020,12/31/2020
100014,MSPB-1,0.956599,,07/01/2020,12/31/2020
100017,MSPB-1,1.027143,,07/01/2020,12/31/2020
100018,MSPB-1,1.046221,,07/01/2020,12/31/2020
100019,MSPB-1,1.047700,,07/01/2020,12/31/2020
100022,MSPB-1,1.076224,,07/01/2020,12/31/2020
100023,MSPB-1,1.012103,,07/01/2020,12/31/2020
100025,MSPB-1,0.997995,,07/01/2020,12/31/2020
100026,MSPB-1,0.956479,,07/01/2020,12/31/2020
100028,MSPB-1,1.060008,,07/01/2020,12/31/2020
100029,MSPB-1,1.100597,,07/01/2020,12/31/2020
100030,MSPB-1,0.890368,,07/01/2020,12/31/2020
100032,MSPB-1,1.159951,,07/01/2020,12/31/2020
100034,MSPB-1,1.051409,,07/01/2020,12/31/2020
100035,MSPB-1,1.030762,,07/01/2020,12/31/2020
100038,MSPB-1,1.060187,,07/01/2020,12/31/2020
100039,MSPB-1,1.161676,,07/01/2020,12/31/2020
100040,MSPB-1,0.965837,,07/01/2020,12/31/2020
100043,MSPB-1,1.095413,,07/01/2020,12/31/2020
100044,MSPB-1,1.066893,,07/01/2020,12/31/2020
100045,MSPB-1,1.045522,,07/01/2020,12/31/2020
100046,MSPB-1,1.040782,,07/01/2020,12/31/2020
100047,MSPB-1,1.038980,,07/01/2020,12/31/2020
100048,MSPB-1,N/A,1,07/01/2020,12/31/2020
100049,MSPB-1,0.943944,,07/01/2020,12/31/2020
100050,MSPB-1,1.317347,,07/01/2020,12/31/2020
100051,MSPB-1,0.945799,,07/01/2020,12/31/2020
100052,MSPB-1,1.015027,,07/01/2020,12/31/2020
100053,MSPB-1,1.076214,,07/01/2020,12/31/2020
100054,MSPB-1,1.030569,,07/01/2020,12/31/2020
100055,MSPB-1,1.047769,,07/01/2020,12/31/2020
100057,MSPB-1,0.993052,,07/01/2020,12/31/2020
100062,MSPB-1,1.005738,,07/01/2020,12/31/2020
100063,MSPB-1,1.042933,,07/01/2020,12/31/2020
100067,MSPB-1,0.996912,,07/01/2020,12/31/2020
100068,MSPB-1,0.979998,,07/01/2020,12/31/2020
100069,MSPB-1,0.980000,,07/01/2020,12/31/2020
100070,MSPB-1,1.034367,,07/01/2020,12/31/2020
100071,MSPB-1,1.026595,,07/01/2020,12/31/2020
100072,MSPB-1,0.941226,,07/01/2020,12/31/2020
100073,MSPB-1,1.075196,,07/01/2020,12/31/2020
100075,MSPB-1,0.995787,,07/01/2020,12/31/2020
100077,MSPB-1,1.041775,,07/01/2020,12/31/2020
100080,MSPB-1,0.986255,,07/01/2020,12/31/2020
100081,MSPB-1,N/A,1,07/01/2020,12/31/2020
100084,MSPB-1,0.961255,,07/01/2020,12/31/2020
100086,MSPB-1,1.116329,,07/01/2020,12/31/2020
100087,MSPB-1,1.014176,,07/01/2020,12/31/2020
100088,MSPB-1,1.021964,,07/01/2020,12/31/2020
100090,MSPB-1,0.926357,,07/01/2020,12/31/2020
100092,MSPB-1,0.942052,,07/01/2020,12/31/2020
100093,MSPB-1,1.020865,,07/01/2020,12/31/2020
100099,MSPB-1,0.989011,,07/01/2020,12/31/2020
100105,MSPB-1,0.938859,,07/01/2020,12/31/2020
100106,MSPB-1,N/A,1,07/01/2020,12/31/2020
100107,MSPB-1,0.968181,,07/01/2020,12/31/2020
100109,MSPB-1,1.042474,,07/01/2020,12/31/2020
100110,MSPB-1,1.049550,,07/01/2020,12/31/2020
100113,MSPB-1,0.989826,,07/01/2020,12/31/2020
100117,MSPB-1,0.989943,,07/01/2020,12/31/2020
100118,MSPB-1,0.910852,,07/01/2020,12/31/2020
100121,MSPB-1,0.997513,,07/01/2020,12/31/2020
100122,MSPB-1,1.066318,,07/01/2020,12/31/2020
100124,MSPB-1,0.955756,,07/01/2020,12/31/2020
100125,MSPB-1,1.075486,,07/01/2020,12/31/2020
100126,MSPB-1,1.126546,,07/01/2020,12/31/2020
100127,MSPB-1,0.967803,,07/01/2020,12/31/2020
100128,MSPB-1,0.999194,,07/01/2020,12/31/2020
100130,MSPB-1,N/A,1,07/01/2020,12/31/2020
100131,MSPB-1,1.041177,,07/01/2020,12/31/2020
100132,MSPB-1,0.947102,,07/01/2020,12/31/2020
100134,MSPB-1,N/A,1,07/01/2020,12/31/2020
100135,MSPB-1,0.958929,,07/01/2020,12/31/2020
100137,MSPB-1,0.936347,,07/01/2020,12/31/2020
100140,MSPB-1,0.959826,,07/01/2020,12/31/2020
100142,MSPB-1,0.915085,,07/01/2020,12/31/2020
100150,MSPB-1,0.939256,,07/01/2020,12/31/2020
100151,MSPB-1,0.962415,,07/01/2020,12/31/2020
100154,MSPB-1,1.004914,,07/01/2020,12/31/2020
100156,MSPB-1,1.040167,,07/01/2020,12/31/2020
100157,MSPB-1,0.980953,,07/01/2020,12/31/2020
100161,MSPB-1,1.112065,,07/01/2020,12/31/2020
100166,MSPB-1,1.055063,,07/01/2020,12/31/2020
100167,MSPB-1,1.023963,,07/01/2020,12/31/2020
100168,MSPB-1,1.002705,,07/01/2020,12/31/2020
100173,MSPB-1,1.032914,,07/01/2020,12/31/2020
100175,MSPB-1,N/A,1,07/01/2020,12/31/2020
100176,MSPB-1,1.033105,,07/01/2020,12/31/2020
100177,MSPB-1,1.013590,,07/01/2020,12/31/2020
100179,MSPB-1,1.004414,,07/01/2020,12/31/2020
100180,MSPB-1,0.975569,,07/01/2020,12/31/2020
100181,MSPB-1,1.146040,,07/01/2020,12/31/2020
100183,MSPB-1,0.869221,,07/01/2020,12/31/2020
100187,MSPB-1,1.015322,,07/01/2020,12/31/2020
100189,MSPB-1,1.035068,,07/01/2020,12/31/2020
100191,MSPB-1,0.873033,,07/01/2020,12/31/2020
100200,MSPB-1,1.131806,,07/01/2020,12/31/2020
100204,MSPB-1,1.006755,,07/01/2020,12/31/2020
100206,MSPB-1,0.976401,,07/01/2020,12/31/2020
100209,MSPB-1,1.106327,,07/01/2020,12/31/2020
100211,MSPB-1,1.043607,,07/01/2020,12/31/2020
100212,MSPB-1,0.942382,,07/01/2020,12/31/2020
100213,MSPB-1,1.029530,,07/01/2020,12/31/2020
100217,MSPB-1,0.990816,,07/01/2020,12/31/2020
100220,MSPB-1,1.012543,,07/01/2020,12/31/2020
100223,MSPB-1,1.003337,,07/01/2020,12/31/2020
100224,MSPB-1,0.993098,,07/01/2020,12/31/2020
100226,MSPB-1,1.012975,,07/01/2020,12/31/2020
100228,MSPB-1,1.003317,,07/01/2020,12/31/2020
100230,MSPB-1,0.788858,,07/01/2020,12/31/2020
100231,MSPB-1,1.086268,,07/01/2020,12/31/2020
100232,MSPB-1,0.930892,,07/01/2020,12/31/2020
100236,MSPB-1,1.012695,,07/01/2020,12/31/2020
100238,MSPB-1,1.064425,,07/01/2020,12/31/2020
100242,MSPB-1,0.970775,,07/01/2020,12/31/2020
100243,MSPB-1,0.964382,,07/01/2020,12/31/2020
100244,MSPB-1,0.935629,,07/01/2020,12/31/2020
100246,MSPB-1,1.054675,,07/01/2020,12/31/2020
100248,MSPB-1,1.038927,,07/01/2020,12/31/2020
100249,MSPB-1,0.980780,,07/01/2020,12/31/2020
100252,MSPB-1,0.929764,,07/01/2020,12/31/2020
100253,MSPB-1,1.035395,,07/01/2020,12/31/2020
100254,MSPB-1,0.937082,,07/01/2020,12/31/2020
100256,MSPB-1,0.984716,,07/01/2020,12/31/2020
100258,MSPB-1,1.156286,,07/01/2020,12/31/2020
100259,MSPB-1,1.002054,,07/01/2020,12/31/2020
100260,MSPB-1,1.035117,,07/01/2020,12/31/2020
100264,MSPB-1,0.958114,,07/01/2020,12/31/2020
100265,MSPB-1,1.027808,,07/01/2020,12/31/2020
100266,MSPB-1,1.018687,,07/01/2020,12/31/2020
100267,MSPB-1,0.923988,,07/01/2020,12/31/2020
100268,MSPB-1,N/A,1,07/01/2020,12/31/2020
100269,MSPB-1,1.002333,,07/01/2020,12/31/2020
100275,MSPB-1,0.922942,,07/01/2020,12/31/2020
100276,MSPB-1,1.063377,,07/01/2020,12/31/2020
100277,MSPB-1,N/A,1,07/01/2020,12/31/2020
100281,MSPB-1,0.996183,,07/01/2020,12/31/2020
100284,MSPB-1,1.342836,,07/01/2020,12/31/2020
100285,MSPB-1,0.910308,,07/01/2020,12/31/2020
100286,MSPB-1,0.986087,,07/01/2020,12/31/2020
100287,MSPB-1,1.075911,,07/01/2020,12/31/2020
100288,MSPB-1,N/A,1,07/01/2020,12/31/2020
100289,MSPB-1,0.938097,,07/01/2020,12/31/2020
100290,MSPB-1,1.031202,,07/01/2020,12/31/2020
100291,MSPB-1,1.068585,,07/01/2020,12/31/2020
100292,MSPB-1,0.909916,,07/01/2020,12/31/2020
100296,MSPB-1,1.005393,,07/01/2020,12/31/2020
100299,MSPB-1,N/A,1,07/01/2020,12/31/2020
100302,MSPB-1,1.015469,,07/01/2020,12/31/2020
100307,MSPB-1,0.988613,,07/01/2020,12/31/2020
100313,MSPB-1,N/A,1,07/01/2020,12/31/2020
100314,MSPB-1,1.005240,,07/01/2020,12/31/2020
100315,MSPB-1,0.950656,,07/01/2020,12/31/2020
100316,MSPB-1,1.072048,,07/01/2020,12/31/2020
100319,MSPB-1,0.858028,,07/01/2020,12/31/2020
100320,MSPB-1,0.896499,,07/01/2020,12/31/2020
100321,MSPB-1,0.926103,,07/01/2020,12/31/2020
100329,MSPB-1,0.959745,,07/01/2020,12/31/2020
100330,MSPB-1,N/A,1,07/01/2020,12/31/2020
110001,MSPB-1,0.926482,,07/01/2020,12/31/2020
110002,MSPB-1,1.023398,,07/01/2020,12/31/2020
110003,MSPB-1,1.012281,,07/01/2020,12/31/2020
110005,MSPB-1,0.897416,,07/01/2020,12/31/2020
110006,MSPB-1,1.032911,,07/01/2020,12/31/2020
110007,MSPB-1,0.911474,,07/01/2020,12/31/2020
110008,MSPB-1,0.941220,,07/01/2020,12/31/2020
110010,MSPB-1,0.969651,,07/01/2020,12/31/2020
110011,MSPB-1,0.994058,,07/01/2020,12/31/2020
110015,MSPB-1,1.077068,,07/01/2020,12/31/2020
110016,MSPB-1,0.991873,,07/01/2020,12/31/2020
110018,MSPB-1,0.932744,,07/01/2020,12/31/2020
110023,MSPB-1,0.890122,,07/01/2020,12/31/2020
110024,MSPB-1,1.145638,,07/01/2020,12/31/2020
110025,MSPB-1,0.985185,,07/01/2020,12/31/2020
110027,MSPB-1,0.773795,,07/01/2020,12/31/2020
110028,MSPB-1,1.063510,,07/01/2020,12/31/2020
110029,MSPB-1,1.000542,,07/01/2020,12/31/2020
110030,MSPB-1,0.946395,,07/01/2020,12/31/2020
110031,MSPB-1,N/A,1,07/01/2020,12/31/2020
110032,MSPB-1,0.847207,,07/01/2020,12/31/2020
110034,MSPB-1,1.073173,,07/01/2020,12/31/2020
110035,MSPB-1,1.027558,,07/01/2020,12/31/2020
110036,MSPB-1,1.058568,,07/01/2020,12/31/2020
110038,MSPB-1,1.001133,,07/01/2020,12/31/2020
110041,MSPB-1,N/A,1,07/01/2020,12/31/2020
110042,MSPB-1,0.930719,,07/01/2020,12/31/2020
110043,MSPB-1,1.140948,,07/01/2020,12/31/2020
110044,MSPB-1,N/A,1,07/01/2020,12/31/2020
110045,MSPB-1,N/A,1,07/01/2020,12/31/2020
110046,MSPB-1,0.973038,,07/01/2020,12/31/2020
110050,MSPB-1,N/A,1,07/01/2020,12/31/2020
110051,MSPB-1,1.055170,,07/01/2020,12/31/2020
110054,MSPB-1,1.008473,,07/01/2020,12/31/2020
110064,MSPB-1,1.035848,,07/01/2020,12/31/2020
110069,MSPB-1,1.000596,,07/01/2020,12/31/2020
110071,MSPB-1,N/A,1,07/01/2020,12/31/2020
110073,MSPB-1,N/A,1,07/01/2020,12/31/2020
110074,MSPB-1,0.905087,,07/01/2020,12/31/2020
110075,MSPB-1,1.019891,,07/01/2020,12/31/2020
110076,MSPB-1,1.081298,,07/01/2020,12/31/2020
110078,MSPB-1,1.011051,,07/01/2020,12/31/2020
110079,MSPB-1,1.089802,,07/01/2020,12/31/2020
110082,MSPB-1,1.002463,,07/01/2020,12/31/2020
110083,MSPB-1,0.945798,,07/01/2020,12/31/2020
110086,MSPB-1,N/A,1,07/01/2020,12/31/2020
110087,MSPB-1,0.980616,,07/01/2020,12/31/2020
110089,MSPB-1,1.045038,,07/01/2020,12/31/2020
110091,MSPB-1,0.922023,,07/01/2020,12/31/2020
110092,MSPB-1,N/A,1,07/01/2020,12/31/2020
110095,MSPB-1,0.992063,,07/01/2020,12/31/2020
110100,MSPB-1,N/A,1,07/01/2020,12/31/2020
110101,MSPB-1,N/A,1,07/01/2020,12/31/2020
110104,MSPB-1,N/A,1,07/01/2020,12/31/2020
110105,MSPB-1,1.065902,,07/01/2020,12/31/2020
110107,MSPB-1,0.967518,,07/01/2020,12/31/2020
110109,MSPB-1,N/A,1,07/01/2020,12/31/2020
110111,MSPB-1,N/A,1,07/01/2020,12/31/2020
110115,MSPB-1,N/A,1,07/01/2020,12/31/2020
110121,MSPB-1,N/A,1,07/01/2020,12/31/2020
110122,MSPB-1,0.977953,,07/01/2020,12/31/2020
110124,MSPB-1,0.931531,,07/01/2020,12/31/2020
110125,MSPB-1,0.991578,,07/01/2020,12/31/2020
110128,MSPB-1,1.264735,,07/01/2020,12/31/2020
110129,MSPB-1,1.001087,,07/01/2020,12/31/2020
110130,MSPB-1,N/A,1,07/01/2020,12/31/2020
110132,MSPB-1,N/A,1,07/01/2020,12/31/2020
110135,MSPB-1,N/A,1,07/01/2020,12/31/2020
110142,MSPB-1,N/A,1,07/01/2020,12/31/2020
110143,MSPB-1,1.051081,,07/01/2020,12/31/2020
110146,MSPB-1,N/A,1,07/01/2020,12/31/2020
110150,MSPB-1,N/A,1,07/01/2020,12/31/2020
110153,MSPB-1,N/A,1,07/01/2020,12/31/2020
110161,MSPB-1,1.022376,,07/01/2020,12/31/2020
110164,MSPB-1,1.036605,,07/01/2020,12/31/2020
110165,MSPB-1,0.938175,,07/01/2020,12/31/2020
110168,MSPB-1,0.906417,,07/01/2020,12/31/2020
110177,MSPB-1,0.985549,,07/01/2020,12/31/2020
110184,MSPB-1,0.976347,,07/01/2020,12/31/2020
110189,MSPB-1,0.913588,,07/01/2020,12/31/2020
110191,MSPB-1,0.887774,,07/01/2020,12/31/2020
110192,MSPB-1,0.982917,,07/01/2020,12/31/2020
110194,MSPB-1,N/A,1,07/01/2020,12/31/2020
110198,MSPB-1,1.021218,,07/01/2020,12/31/2020
110200,MSPB-1,0.981433,,07/01/2020,12/31/2020
110201,MSPB-1,0.908417,,07/01/2020,12/31/2020
110209,MSPB-1,N/A,1,07/01/2020,12/31/2020
110215,MSPB-1,0.917385,,07/01/2020,12/31/2020
110225,MSPB-1,0.946162,,07/01/2020,12/31/2020
110226,MSPB-1,0.991215,,07/01/2020,12/31/2020
110229,MSPB-1,0.873047,,07/01/2020,12/31/2020
110230,MSPB-1,0.966513,,07/01/2020,12/31/2020
110233,MSPB-1,N/A,1,07/01/2020,12/31/2020
110236,MSPB-1,N/A,1,07/01/2020,12/31/2020
110237,MSPB-1,N/A,1,07/01/2020,12/31/2020
120001,MSPB-1,0.979774,,07/01/2020,12/31/2020
120002,MSPB-1,0.897184,,07/01/2020,12/31/2020
120004,MSPB-1,N/A,1,07/01/2020,12/31/2020
120005,MSPB-1,0.954294,,07/01/2020,12/31/2020
120006,MSPB-1,0.958794,,07/01/2020,12/31/2020
120007,MSPB-1,1.027954,,07/01/2020,12/31/2020
120011,MSPB-1,N/A,1,07/01/2020,12/31/2020
120014,MSPB-1,1.089102,,07/01/2020,12/31/2020
120019,MSPB-1,0.897080,,07/01/2020,12/31/2020
120022,MSPB-1,0.974753,,07/01/2020,12/31/2020
120026,MSPB-1,0.969128,,07/01/2020,12/31/2020
120028,MSPB-1,0.915860,,07/01/2020,12/31/2020
130002,MSPB-1,0.955795,,07/01/2020,12/31/2020
130003,MSPB-1,1.023476,,07/01/2020,12/31/2020
130006,MSPB-1,0.983352,,07/01/2020,12/31/2020
130007,MSPB-1,1.040537,,07/01/2020,12/31/2020
130013,MSPB-1,1.017422,,07/01/2020,12/31/2020
130014,MSPB-1,0.878600,,07/01/2020,12/31/2020
130025,MSPB-1,0.834809,,07/01/2020,12/31/2020
130028,MSPB-1,0.997804,,07/01/2020,12/31/2020
130049,MSPB-1,1.007340,,07/01/2020,12/31/2020
130063,MSPB-1,0.926472,,07/01/2020,12/31/2020
130065,MSPB-1,0.972951,,07/01/2020,12/31/2020
130066,MSPB-1,1.019638,,07/01/2020,12/31/2020
130071,MSPB-1,0.838898,,07/01/2020,12/31/2020
130074,MSPB-1,0.915176,,07/01/2020,12/31/2020
140001,MSPB-1,0.985315,,07/01/2020,12/31/2020
140002,MSPB-1,0.959869,,07/01/2020,12/31/2020
140007,MSPB-1,1.137267,,07/01/2020,12/31/2020
140008,MSPB-1,0.984806,,07/01/2020,12/31/2020
140010,MSPB-1,0.970247,,07/01/2020,12/31/2020
140011,MSPB-1,1.018773,,07/01/2020,12/31/2020
140012,MSPB-1,0.868382,,07/01/2020,12/31/2020
140013,MSPB-1,0.885213,,07/01/2020,12/31/2020
140015,MSPB-1,0.983928,,07/01/2020,12/31/2020
140018,MSPB-1,0.921293,,07/01/2020,12/31/2020
140019,MSPB-1,N/A,1,07/01/2020,12/31/2020
140029,MSPB-1,1.012854,,07/01/2020,12/31/2020
140030,MSPB-1,1.036710,,07/01/2020,12/31/2020
140032,MSPB-1,0.955855,,07/01/2020,12/31/2020
140034,MSPB-1,0.952535,,07/01/2020,12/31/2020
140040,MSPB-1,0.996736,,07/01/2020,12/31/2020
140043,MSPB-1,0.971039,,07/01/2020,12/31/2020
140046,MSPB-1,0.988943,,07/01/2020,12/31/2020
140048,MSPB-1,0.900427,,07/01/2020,12/31/2020
140049,MSPB-1,0.862234,,07/01/2020,12/31/2020
140052,MSPB-1,1.045193,,07/01/2020,12/31/2020
140053,MSPB-1,1.052402,,07/01/2020,12/31/2020
140054,MSPB-1,0.934789,,07/01/2020,12/31/2020
140058,MSPB-1,0.992342,,07/01/2020,12/31/2020
140059,MSPB-1,0.930311,,07/01/2020,12/31/2020
140062,MSPB-1,0.966629,,07/01/2020,12/31/2020
140063,MSPB-1,0.936522,,07/01/2020,12/31/2020
140064,MSPB-1,1.038229,,07/01/2020,12/31/2020
140065,MSPB-1,1.068099,,07/01/2020,12/31/2020
140067,MSPB-1,0.998981,,07/01/2020,12/31/2020
140068,MSPB-1,0.930898,,07/01/2020,12/31/2020
140077,MSPB-1,N/A,1,07/01/2020,12/31/2020
140080,MSPB-1,1.011229,,07/01/2020,12/31/2020
140082,MSPB-1,1.063702,,07/01/2020,12/31/2020
140083,MSPB-1,1.192359,,07/01/2020,12/31/2020
140084,MSPB-1,1.024091,,07/01/2020,12/31/2020
140088,MSPB-1,0.990178,,07/01/2020,12/31/2020
140089,MSPB-1,0.979857,,07/01/2020,12/31/2020
140091,MSPB-1,1.021577,,07/01/2020,12/31/2020
140093,MSPB-1,0.936814,,07/01/2020,12/31/2020
140095,MSPB-1,N/A,1,07/01/2020,12/31/2020
140100,MSPB-1,N/A,1,07/01/2020,12/31/2020
140101,MSPB-1,1.063246,,07/01/2020,12/31/2020
140103,MSPB-1,0.963150,,07/01/2020,12/31/2020
140110,MSPB-1,0.895349,,07/01/2020,12/31/2020
140113,MSPB-1,1.001718,,07/01/2020,12/31/2020
140114,MSPB-1,1.046207,,07/01/2020,12/31/2020
140115,MSPB-1,1.036656,,07/01/2020,12/31/2020
140116,MSPB-1,1.056936,,07/01/2020,12/31/2020
140117,MSPB-1,1.106126,,07/01/2020,12/31/2020
140119,MSPB-1,0.947602,,07/01/2020,12/31/2020
140120,MSPB-1,1.031665,,07/01/2020,12/31/2020
140122,MSPB-1,1.029602,,07/01/2020,12/31/2020
140124,MSPB-1,0.981520,,07/01/2020,12/31/2020
140125,MSPB-1,0.997708,,07/01/2020,12/31/2020
140127,MSPB-1,0.929625,,07/01/2020,12/31/2020
140130,MSPB-1,0.945899,,07/01/2020,12/31/2020
140133,MSPB-1,1.191714,,07/01/2020,12/31/2020
140135,MSPB-1,0.916656,,07/01/2020,12/31/2020
140137,MSPB-1,1.002096,,07/01/2020,12/31/2020
140143,MSPB-1,0.998930,,07/01/2020,12/31/2020
140145,MSPB-1,0.969941,,07/01/2020,12/31/2020
140147,MSPB-1,1.100568,,07/01/2020,12/31/2020
140148,MSPB-1,1.017779,,07/01/2020,12/31/2020
140150,MSPB-1,0.994303,,07/01/2020,12/31/2020
140155,MSPB-1,0.979103,,07/01/2020,12/31/2020
140158,MSPB-1,1.077871,,07/01/2020,12/31/2020
140160,MSPB-1,0.991330,,07/01/2020,12/31/2020
140161,MSPB-1,0.936289,,07/01/2020,12/31/2020
140162,MSPB-1,0.996122,,07/01/2020,12/31/2020
140164,MSPB-1,1.094137,,07/01/2020,12/31/2020
140166,MSPB-1,0.954632,,07/01/2020,12/31/2020
140167,MSPB-1,N/A,1,07/01/2020,12/31/2020
140172,MSPB-1,0.920281,,07/01/2020,12/31/2020
140174,MSPB-1,0.981469,,07/01/2020,12/31/2020
140177,MSPB-1,1.073707,,07/01/2020,12/31/2020
140179,MSPB-1,1.038550,,07/01/2020,12/31/2020
140180,MSPB-1,1.044556,,07/01/2020,12/31/2020
140181,MSPB-1,1.175318,,07/01/2020,12/31/2020
140182,MSPB-1,1.013606,,07/01/2020,12/31/2020
140184,MSPB-1,0.932490,,07/01/2020,12/31/2020
140185,MSPB-1,0.950171,,07/01/2020,12/31/2020
